kraj,dni,wariant,nazwa,cena_pln,ocena_booking,opinie_booking,status_prania,pralka_potwierdzona,pralka_tylko_opinia,usluga_prania,kuchnia,prywatna_lazienka,beachfront,sea_view,parking,plaza_booking,ocena_wyboru_1_10,link
Turcja,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,La Sorella,2855.39,,0,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,False,Najbliższa referencyjna plaża: Dalyan riverfront (~0.4 km w linii prostej),7.0,https://www.booking.com/hotel/tr/la-sorella.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,La Sorella,3926.16,,0,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,False,Najbliższa referencyjna plaża: Dalyan riverfront (~0.4 km w linii prostej),7.0,https://www.booking.com/hotel/tr/la-sorella.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,La Sorella,4996.93,,0,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,False,Najbliższa referencyjna plaża: Dalyan riverfront (~0.4 km w linii prostej),7.0,https://www.booking.com/hotel/tr/la-sorella.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Yeşil Vadi Otel,1791.70,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~2.6 km w linii prostej),7.2,https://www.booking.com/hotel/tr/yesil-vadi-doga-otel-ve-kamp.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Yeşil Vadi Otel,2463.56,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~2.6 km w linii prostej),7.2,https://www.booking.com/hotel/tr/yesil-vadi-doga-otel-ve-kamp.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Yeşil Vadi Otel,3135.46,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~2.6 km w linii prostej),7.2,https://www.booking.com/hotel/tr/yesil-vadi-doga-otel-ve-kamp.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Yakut Apart Hotel,2123.26,8.2,134,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.8 km w linii prostej),8.7,https://www.booking.com/hotel/tr/yakut-apart.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Yakut Apart Hotel,2909.64,8.2,134,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.8 km w linii prostej),8.7,https://www.booking.com/hotel/tr/yakut-apart.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Yakut Apart Hotel,3684.78,8.2,134,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.8 km w linii prostej),8.7,https://www.booking.com/hotel/tr/yakut-apart.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Dalyan Terrace Hotel,2035.93,,0,Booking tool: Pralnia/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.1 km w linii prostej),7.2,https://www.booking.com/hotel/tr/daylan-terrace-hotel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Dalyan Terrace Hotel,2799.40,,0,Booking tool: Pralnia/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.1 km w linii prostej),7.2,https://www.booking.com/hotel/tr/daylan-terrace-hotel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Dalyan Terrace Hotel,3562.87,,0,Booking tool: Pralnia/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.1 km w linii prostej),7.2,https://www.booking.com/hotel/tr/daylan-terrace-hotel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Dna Hotel Dalyan,2307.39,,0,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.8 km w linii prostej),7.0,https://www.booking.com/hotel/tr/dna-dalyan.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Dna Hotel Dalyan,3172.65,,0,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.8 km w linii prostej),7.0,https://www.booking.com/hotel/tr/dna-dalyan.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Dna Hotel Dalyan,4037.92,,0,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.8 km w linii prostej),7.0,https://www.booking.com/hotel/tr/dna-dalyan.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Habesos Hotel,2794.06,,0,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,False,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.0 km w linii prostej),6.8,https://www.booking.com/hotel/tr/habesos.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Habesos Hotel,3841.84,,0,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,False,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.0 km w linii prostej),6.8,https://www.booking.com/hotel/tr/habesos.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Habesos Hotel,4889.58,,0,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,False,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.0 km w linii prostej),6.8,https://www.booking.com/hotel/tr/habesos.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,çileks apart otel,2691.24,8.5,159,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~1.2 km w linii prostej),9.3,https://www.booking.com/hotel/tr/cileks-apart-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,çileks apart otel,3721.93,8.5,159,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~1.2 km w linii prostej),9.3,https://www.booking.com/hotel/tr/cileks-apart-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,çileks apart otel,4695.36,8.5,159,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~1.2 km w linii prostej),9.3,https://www.booking.com/hotel/tr/cileks-apart-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Dove Apart Hotel,2341.32,8.3,1045,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.8 km w linii prostej),8.9,https://www.booking.com/hotel/tr/dove-apart.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Dove Apart Hotel,3219.31,8.3,1045,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.8 km w linii prostej),8.9,https://www.booking.com/hotel/tr/dove-apart.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Dove Apart Hotel,4097.31,8.3,1045,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,True,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.8 km w linii prostej),8.9,https://www.booking.com/hotel/tr/dove-apart.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,Ten Apart Hotel,3336.38,9.0,796,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,True,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.8 km w linii prostej),9.6,https://www.booking.com/hotel/tr/ten-apart-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,Ten Apart Hotel,4587.54,9.0,796,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,True,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.8 km w linii prostej),9.6,https://www.booking.com/hotel/tr/ten-apart-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,Ten Apart Hotel,5838.66,9.0,796,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,True,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.8 km w linii prostej),9.6,https://www.booking.com/hotel/tr/ten-apart-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,TELMESSOS CİTY HOTEL- Adults Only,3746.11,9.0,141,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~4.1 km w linii prostej),9.0,https://www.booking.com/hotel/tr/telmessos-city.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,TELMESSOS CİTY HOTEL- Adults Only,5150.9,9.0,141,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~4.1 km w linii prostej),9.0,https://www.booking.com/hotel/tr/telmessos-city.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,TELMESSOS CİTY HOTEL- Adults Only,6555.69,9.0,141,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~4.1 km w linii prostej),9.0,https://www.booking.com/hotel/tr/telmessos-city.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,C — po kosztach: prywatna łazienka i rozsądne warunki,MirAlya Homes,3264.02,8.3,73,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,True,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~4.3 km w linii prostej),8.5,https://www.booking.com/hotel/tr/nice-apartment-in-the-center-of-fethiye-apart-1.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,C — po kosztach: prywatna łazienka i rozsądne warunki,MirAlya Homes,4487.99,8.3,73,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,True,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~4.3 km w linii prostej),8.5,https://www.booking.com/hotel/tr/nice-apartment-in-the-center-of-fethiye-apart-1.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,C — po kosztach: prywatna łazienka i rozsądne warunki,MirAlya Homes,5712.01,8.3,73,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,True,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~4.3 km w linii prostej),8.5,https://www.booking.com/hotel/tr/nice-apartment-in-the-center-of-fethiye-apart-1.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,D — charakter: natura / klify / baza wypadowa,Murat Pasha Mansion,4425.85,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~1.1 km w linii prostej),6.9,https://www.booking.com/hotel/tr/murat-pasa-konagi.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,D — charakter: natura / klify / baza wypadowa,Murat Pasha Mansion,6085.56,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~1.1 km w linii prostej),6.9,https://www.booking.com/hotel/tr/murat-pasa-konagi.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,D — charakter: natura / klify / baza wypadowa,Murat Pasha Mansion,7745.27,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~1.1 km w linii prostej),6.9,https://www.booking.com/hotel/tr/murat-pasa-konagi.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,D — charakter: natura / klify / baza wypadowa,Dalyan Resort - Special Category,4750.5,,0,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.8 km w linii prostej),6.5,https://www.booking.com/hotel/tr/dalyan-resort.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,D — charakter: natura / klify / baza wypadowa,Dalyan Resort - Special Category,6531.94,,0,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.8 km w linii prostej),6.5,https://www.booking.com/hotel/tr/dalyan-resort.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,D — charakter: natura / klify / baza wypadowa,Dalyan Resort - Special Category,,,0,"Booking tool: cena 14 dni dla właściwego obiektu NIEPOTWIERDZONA; wyszukanie zwróciło podobny, ale inny obiekt. Pralnia/pralka NIEPOTWIERDZONA.",False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.8 km w linii prostej),6.5,https://www.booking.com/hotel/tr/dalyan-resort.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,D — charakter: natura / klify / baza wypadowa,Midas Pension,3223.55,9.2,209,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.6 km w linii prostej),9.5,https://www.booking.com/hotel/tr/midas-pension.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,D — charakter: natura / klify / baza wypadowa,Midas Pension,4432.39,9.2,209,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.6 km w linii prostej),9.5,https://www.booking.com/hotel/tr/midas-pension.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,D — charakter: natura / klify / baza wypadowa,Midas Pension,5641.22,9.2,209,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.6 km w linii prostej),9.5,https://www.booking.com/hotel/tr/midas-pension.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,D — charakter: natura / klify / baza wypadowa,Aydos Club,3562.87,,0,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~1.1 km w linii prostej),6.9,https://www.booking.com/hotel/tr/aydos-club.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,D — charakter: natura / klify / baza wypadowa,Aydos Club,4898.95,,0,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~1.1 km w linii prostej),6.9,https://www.booking.com/hotel/tr/aydos-club.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,D — charakter: natura / klify / baza wypadowa,Aydos Club,6235.03,,0,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~1.1 km w linii prostej),6.9,https://www.booking.com/hotel/tr/aydos-club.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,D — charakter: natura / klify / baza wypadowa,Lukka Exclusive Hotel – Adult Only +12,9501,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,True,True,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~4.6 km w linii prostej),6.6,https://www.booking.com/hotel/tr/lukka.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,D — charakter: natura / klify / baza wypadowa,Lukka Exclusive Hotel – Adult Only +12,13063.87,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,True,True,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~4.6 km w linii prostej),6.6,https://www.booking.com/hotel/tr/lukka.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,D — charakter: natura / klify / baza wypadowa,Lukka Exclusive Hotel – Adult Only +12,16626.75,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,True,True,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~4.6 km w linii prostej),6.6,https://www.booking.com/hotel/tr/lukka.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,D — charakter: natura / klify / baza wypadowa,Hamarat Otel,5161.42,,0,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,True,True,False,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~2.7 km w linii prostej),6.5,https://www.booking.com/hotel/tr/hamarat-pansiyon.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,D — charakter: natura / klify / baza wypadowa,Hamarat Otel,7948.43,,0,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,True,True,False,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~2.7 km w linii prostej),6.5,https://www.booking.com/hotel/tr/hamarat-pansiyon.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,D — charakter: natura / klify / baza wypadowa,Hamarat Otel,9729.11,,0,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,True,True,False,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~2.7 km w linii prostej),6.5,https://www.booking.com/hotel/tr/hamarat-pansiyon.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,D — charakter: natura / klify / baza wypadowa,Kas Maki Hotel,3652.92,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,True,True,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.3 km w linii prostej),7.6,https://www.booking.com/hotel/tr/kas-maki.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,D — charakter: natura / klify / baza wypadowa,Kas Maki Hotel,4855.73,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,True,True,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.3 km w linii prostej),7.6,https://www.booking.com/hotel/tr/kas-maki.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,D — charakter: natura / klify / baza wypadowa,Kas Maki Hotel,6058.5,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,True,True,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.3 km w linii prostej),7.6,https://www.booking.com/hotel/tr/kas-maki.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,D — charakter: natura / klify / baza wypadowa,Lale Hotel,3771.56,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,True,True,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.0 km w linii prostej),7.4,https://www.booking.com/hotel/tr/lale-butique.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,D — charakter: natura / klify / baza wypadowa,Lale Hotel,5185.89,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,True,True,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.0 km w linii prostej),7.4,https://www.booking.com/hotel/tr/lale-butique.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
